Id,Label,month
2023-10-08_3288.txt,The Take: The shockwaves of the Hamas assault on Israel,10
2024-01-04_1503.txt,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",1
2024-01-15_1388.txt,The Take: The discontent brewing in the Biden administration over Gaza,1
2024-01-22_1311.txt,The Take: What will remain of journalism in Gaza?,1
2024-01-11_1440.txt,The Take: The last keffiyeh factory in Palestine,1
2024-01-29_1232.txt,"The Take: As US and UK air strikes land, Yemenis wonder what’s next",1
2024-02-16_1063.txt,"The Take: As Israel attacks Rafah, how will Egypt respond at the border?",2
2024-01-05_1495.txt,A Hamas leader is killed – what’s the state of play in the Middle East?,1
2024-01-26_1270.txt,The Take: How long can Israel afford its war on Gaza?,1
2024-01-19_1345.txt,The Take: Why is Germany supporting Israel at the ICJ?,1
2024-01-10_1453.txt,The Take: The Houthis’ grip on Red Sea trade,1
2024-02-08_1150.txt,"The Take: As Israel strikes Gaza’s Rafah, what can US diplomacy achieve?",2
2024-01-12_1421.txt,The Take: Why South Africa is suing Israel for genocide in Gaza,1
2024-01-31_1219.txt,The Take – ‘Lost trust’: Gaza residents await ceasefire deal,1
2024-02-12_1116.txt,The Take: Is Israel replacing Palestinian workers with Indians?,2
2024-02-19_1023.txt,The Take: The story of Hind Rajab,2
2024-02-21_996.txt,US faith leaders call for a ceasefire. Will President Biden listen?,2
2024-03-11_387.txt,The Take: Observing Ramadan against the backdrop of war,3
2024-02-22_983.txt,What could a ruling on Israeli occupation mean for Palestine’s future?,2
2024-02-28_914.txt,The Take: ‘An extreme act’ – Why Aaron Bushnell self-immolated for Gaza,2
2024-03-07_824.txt,The Take: Gaza’s starvation looms over Biden’s State of the Union address,3
2024-03-20_306.txt,The Take: Why has Israel launched an attack on al-Shifa Hospital again?,3
2024-03-01_892.txt,Palestinians were seeking food in Gaza City. Israeli forces opened fire,3
2023-05-15_3562.txt,Is a ‘new Nakba’ happening in Gaza?,5
2024-03-21_295.txt,The Take: The strength and agony of Gaza’s mothers,3
2024-03-27_245.txt,The Take: UN Security Council votes for a Gaza ceasefire. Will it happen?,3
2024-03-28_229.txt,The Take – October 7: Al Jazeera investigates,3
2024-04-03_160.txt,The Take: Will Israel’s protests change Netanyahu’s calculus?,4
2024-01-03_1520.txt,"Israel’s war on Gaza: List of key events, day 89",1
2023-10-16_3076.txt,Israel-Hamas war updates: Hundreds killed in Gaza hospital ‘massacre’,10
2021-05-23_4606.txt,Will Canada’s PM Justin Trudeau finally keep his word?,5
2023-05-11_3584.txt,Israel-Palestine conflict updates: Dozens killed in Gaza bombings,5
2023-04-07_3641.txt,Israel-Palestine updates: One killed in Tel Aviv attack,4
2023-10-30_2727.txt,Katherine Maher replaces former Web Summit CEO following ‘war crimes’ post,10
2024-01-14_1402.txt,Iran vs Palestine 4-1: AFC Asian Cup 2023 – as it happened,1
2023-01-23_3784.txt,Protests after Israeli threats to remove Palestinian village,1
2023-02-23_3717.txt,Israel-Palestine conflict updates: Israel bombs Gaza,2
2023-04-27_3616.txt,EU’s ‘Israeli independence’ message rebuked in Palestine,4
2023-05-02_3612.txt,How to ignore Israel’s apartheid: Learn from Ursula von der Leyen,5
2024-02-01_1208.txt,Is South Africa’s foreign policy contradictory or a balancing act?,2
2023-12-07_1884.txt,Israel’s war on Gaza: Can Guterres’s use of UN’s Article 99 bring peace?,12
2021-05-21_4625.txt,"Mapping Gaza: Schools, hospitals, refugee camps and more",5
2023-10-13_3165.txt,What is the white phosphorus that Israel is accused of using in Gaza?,10
2023-04-02_3662.txt,Israeli cabinet approves Ben-Gvir’s ‘national guard’ plan,4
2022-11-01_3895.txt,Far-right Ben-Gvir emerges as key player in Israel,11
2023-08-24_3368.txt,Ben-Gvir says Israeli rights trump Palestinian freedom of movement,8
2022-06-30_4072.txt,Unilever sells local Ben & Jerry’s business to Israeli firm,6
2021-07-23_4441.txt,Can Israel criminalise Ben & Jerry’s ice cream in the US?,7
2021-07-20_4443.txt,"Israel will ‘act aggressively’ over Ben & Jerry’s ban, PM says",7
2021-08-03_4428.txt,Florida may divest from Ben & Jerry’s parent over Israel boycott,8
2022-07-06_4062.txt,Unilever decision spotlights crackdown on US Palestinian activism,7
2023-11-13_2370.txt,Never forget is now,11
2022-05-13_4171.txt,Slain Al Jazeera journalist Shireen Abu Akleh laid to rest,5
2022-05-23_4126.txt,Journalist Abu Akleh’s colleagues find strength in her legacy,5
2022-05-19_4140.txt,"A week on, Shireen Abu Akleh’s family grieves and wants justice",5
2022-07-26_4042.txt,Shireen Abu Akleh family meets Blinken in Washington,7
2022-05-19_4138.txt,Shireen Abu Akleh: US lawmakers demanding FBI investigate killing,5
